"DAY","Oxy.kg/m^3"
2022-01-18 12:00:00,0.0106203913333333
2022-01-19 12:00:00,0.0095762185
2022-01-20 12:00:00,0.00784400052631579
2022-01-21 12:00:00,0.00674574473684211
2022-01-22 12:00:00,0.00685521611111111
2022-01-23 12:00:00,0.00548395555555556
2022-01-24 12:00:00,0.00545257111111111
2022-01-25 12:00:00,0.00672315777777778
2022-01-26 12:00:00,0.00584603875
2022-01-27 12:00:00,0.0040361845
2022-01-28 12:00:00,0.00501649652173913
2022-01-29 12:00:00,0.00876983411764706
2022-01-30 12:00:00,0.00706366636363636
2022-01-31 12:00:00,0.00620277833333333
2022-02-01 12:00:00,0.00682734
2022-02-02 12:00:00,0.00674120894736842
2022-02-03 12:00:00,0.00761801727272727
2022-02-04 12:00:00,0.00858202125
2022-02-05 12:00:00,0.00943889833333333
2022-02-06 12:00:00,0.010591075
2022-02-07 12:00:00,0.00975468541666667
2022-02-08 12:00:00,0.00935423291666667
2022-02-09 12:00:00,0.00938268833333333
2022-02-10 12:00:00,0.00933797125
2022-02-11 12:00:00,0.00987676416666667
2022-02-12 12:00:00,0.00969912375
2022-02-13 12:00:00,0.0117149330434783
2022-02-14 12:00:00,0.0126193195833333
2022-02-15 12:00:00,0.0128639583333333
2022-02-16 12:00:00,0.0106986566666667
2022-02-17 12:00:00,0.0110650408333333
2022-02-18 12:00:00,0.0117849754166667
2022-02-19 12:00:00,0.0105178170833333
2022-02-20 12:00:00,0.00907263291666667
2022-02-21 12:00:00,0.00910324416666667
2022-02-22 12:00:00,0.00842973086956522
2022-02-23 12:00:00,0.00667726708333333
2022-02-24 12:00:00,0.00607491875
2022-02-25 12:00:00,0.00565426958333333
2022-02-26 12:00:00,0.00949879086956522
2022-02-27 12:00:00,0.0102501308333333
2022-02-28 12:00:00,0.00907665416666667
2022-03-01 12:00:00,0.00884909416666667
2022-03-02 12:00:00,0.00770867125
2022-03-03 12:00:00,0.00662782166666667
2022-03-04 12:00:00,0.00594503173913043
2022-03-05 12:00:00,0.00641800583333333
2022-03-06 12:00:00,0.00658659958333333
2022-03-07 12:00:00,0.006929485
2022-03-08 12:00:00,0.00722372458333333
2022-03-09 12:00:00,0.008483267
